2025-01-30 15:07:45;2025-01-30 15:08:11;facil;2 
2025-01-30 15:08:11;2025-01-30 15:09:28;facil;3 
2025-01-30 15:09:28;2025-01-30 15:10:38;facil;2 
2025-01-30 15:10:39;2025-01-30 15:19:16;hard;5
2025-01-31 11:27:06;2025-01-31 11:27:23;facil;1 
2025-01-31 11:31:58;2025-01-31 11:32:17;facil;3 
2025-01-31 11:34:45;2025-01-31 11:35:47;facil;6 
2025-01-31 11:38:26;2025-01-31 11:38:40;facil;2 
2025-01-31 15:02:55;2025-01-31 15:03:55;facil;2 
2025-01-31 15:04:35;2025-01-31 15:05:05;facil;4 
2025-01-31 15:10:39;2025-01-31 15:19:16;hard;5 
2025-01-31 15:21:00;2025-01-31 15:31:01;hard;25 
2025-01-31 16:30:05;2025-01-31 16:32:06;inter;6 
2025-01-31 16:34:07;2025-01-31 16:40:00;hard;14 
2025-01-31 18:02:49;2025-01-31 18:11:20;hard;35 
2025-01-31 18:14:03;2025-01-31 18:18:04;facil;7 
2025-01-31 18:20:47;2025-01-31 18:28:34;inter;15 
2025-01-31 18:39:40;2025-01-31 18:43:13;hard;14 
2025-01-31 19:36:19;2025-01-31 19:36:55;facil;5 
2025-02-03 08:15:32;2025-02-03 08:17:45;facil;3 
2025-02-03 08:20:12;2025-02-03 08:25:33;inter;8 
2025-02-03 08:30:45;2025-02-03 08:34:22;facil;6 
2025-02-03 08:40:10;2025-02-03 08:42:55;facil;2 
2025-02-03 08:50:12;2025-02-03 08:55:33;hard;10 
2025-02-03 09:02:25;2025-02-03 09:06:48;inter;7 
2025-02-03 09:10:30;2025-02-03 09:14:40;facil;5 
2025-02-03 09:20:55;2025-02-03 09:24:19;facil;4 
2025-02-03 09:30:07;2025-02-03 09:38:29;hard;12 
2025-02-03 09:40:15;2025-02-03 09:45:10;inter;6 
2025-02-03 10:00:22;2025-02-03 10:05:33;facil;3 
2025-02-03 10:10:45;2025-02-03 10:15:20;facil;4 
2025-02-03 10:20:33;2025-02-03 10:24:59;hard;9 
2025-02-03 10:30:15;2025-02-03 10:35:45;inter;7 
2025-02-03 10:40:50;2025-02-03 10:45:32;facil;2 
2025-02-03 11:00:22;2025-02-03 11:06:40;hard;15 
2025-02-03 11:10:45;2025-02-03 11:15:25;facil;6 
2025-02-03 11:20:30;2025-02-03 11:26:40;inter;9 
2025-02-03 11:30:55;2025-02-03 11:35:33;facil;3 
2025-02-03 11:40:45;2025-02-03 11:46:20;hard;11 
2025-02-03 12:00:12;2025-02-03 12:05:45;facil;4 
2025-02-03 12:10:25;2025-02-03 12:15:33;inter;7 
2025-02-03 12:20:45;2025-02-03 12:26:40;hard;14 
2025-02-03 12:30:30;2025-02-03 12:35:20;facil;5 
2025-02-03 12:40:50;2025-02-03 12:45:33;facil;6 
2025-02-03 12:50:22;2025-02-03 12:56:40;hard;18 
2025-02-03 13:00:45;2025-02-03 13:05:25;facil;3 
2025-02-03 13:10:33;2025-02-03 13:15:40;inter;8 
2025-02-03 13:20:55;2025-02-03 13:25:33;facil;4 
2025-02-03 13:30:45;2025-02-03 13:36:20;hard;10 
2025-02-03 13:40:15;2025-02-03 13:45:45;inter;6 
2025-02-03 13:50:22;2025-02-03 13:55:33;facil;5 
2025-02-03 14:00:10;2025-02-03 14:06:40;hard;12 
2024-11-10 11:27:06;2024-11-10 11:27:23;facil;1
2024-11-10 11:27:23;2024-11-10 11:31:58;hard;17
2024-11-10 11:31:58;2024-11-10 11:32:17;facil;3
2024-11-10 11:32:17;2024-11-10 11:32:53;facil;2
2024-11-10 11:32:54;2024-11-10 11:33:23;inter;2 
2024-11-10 11:33:23;2024-11-10 11:33:36;facil;2 
2024-11-10 11:33:36;2024-11-10 11:34:14;facil;2 
2024-11-10 11:34:14;2024-11-10 11:34:45;inter;3
2024-11-10 11:34:45;2024-11-10 11:35:47;facil;6
2024-11-10 11:35:47;2024-11-10 11:38:11;inter;11
2024-11-10 11:38:11;2024-11-10 11:38:26;facil;2
2024-11-10 11:38:26;2024-11-10 11:38:40;facil;2
2024-11-10 15:02:55;2024-11-10 15:03:55;facil;2
2024-11-10 15:03:55;2024-11-10 15:04:35;facil;3 
2024-11-10 15:04:35;2024-11-10 15:05:05;facil;4 
2024-11-10 15:05:05;2024-11-10 15:07:45;inter;7 
2024-11-10 15:07:45;2024-11-10 15:08:11;facil;2 
2024-11-10 15:08:11;2024-11-10 15:09:28;facil;3 
2024-11-10 15:09:28;2024-11-10 15:10:38;facil;2 
2024-11-10 15:10:39;2024-11-10 15:19:16;hard;5 
2024-11-10 15:19:16;2024-11-10 15:21:00;inter;2 
2024-11-10 15:21:00;2024-11-10 15:31:01;hard;25 
2024-11-10 15:31:01;2024-11-10 15:31:26;facil;3 
2024-11-10 15:31:26;2024-11-10 15:34:42;inter;6
2024-11-10 16:18:34;2024-11-10 16:19:30;facil;9 
2024-11-10 16:28:44;2024-11-10 16:30:05;facil;3 
2024-11-10 16:30:05;2024-11-10 16:32:06;inter;6 
2024-11-10 16:32:06;2024-11-10 16:32:49;facil;3 
2024-11-10 16:32:49;2024-11-10 16:33:08;facil;2 
2024-11-10 16:33:08;2024-11-10 16:33:20;facil;2 
2024-11-10 16:33:20;2024-11-10 16:34:07;facil;8 
2024-11-10 16:34:07;2024-11-10 16:40:00;hard;14 
2024-11-10 16:40:00;2024-11-10 16:40:20;facil;3
2024-11-10 17:57:56;2024-11-10 18:00:23;facil;11 
2024-11-10 18:02:24;2024-11-10 18:02:49;facil;2 
2024-11-10 18:02:49;2024-11-10 18:11:20;hard;35 
2024-11-10 18:11:20;2024-11-10 18:14:03;hard;18 
2024-11-10 18:14:03;2024-11-10 18:18:04;facil;7 
2024-11-10 18:18:04;2024-11-10 18:18:53;facil;3 
2024-11-10 18:18:53;2024-11-10 18:20:47;facil;10 
2024-11-10 18:20:47;2024-11-10 18:28:34;inter;15 
2024-11-10 18:39:40;2024-11-10 18:43:13;hard;14 
2024-11-10 18:43:13;2024-11-10 18:49:32;hard;24
2024-11-10 17:42:39;2024-11-10 17:43:05;facil;3 
2024-11-10 17:43:05;2024-11-10 17:45:15;hard;12 
2024-11-10 17:45:15;2024-11-10 17:45:42;inter;3 
2024-11-10 17:45:42;2024-11-10 17:46:37;inter;4 
2024-11-10 18:36:22;2024-11-10 18:36:31;facil;2 
2024-11-10 18:36:31;2024-11-10 18:37:14;inter;3 
2024-11-10 18:37:14;2024-11-10 18:40:39;hard;13 
2024-11-10 18:40:39;2024-11-10 18:40:58;facil;4 
2024-11-10 18:40:58;2024-11-10 18:42:30;hard;12 
2024-11-10 18:42:30;2024-11-10 18:43:39;hard;8 
2024-11-10 18:43:39;2024-11-10 18:44:39;facil;3 
2024-11-10 19:24:55;2024-11-10 19:25:48;inter;5 
2024-11-10 19:35:24;2024-11-10 19:35:58;hard;8 
2024-11-10 19:35:58;2024-11-10 19:36:19;facil;5 
2024-11-10 19:36:19;2024-11-10 19:36:55;facil;5 
2024-11-10 19:36:55;2024-11-10 19:37:43;facil;2 
2024-11-10 19:37:43;2024-11-10 19:38:47;inter;8 
2024-11-10 19:38:47;2024-11-10 19:39:12;facil;4 
2024-11-10 19:39:12;2024-11-10 19:42:43;facil;8 
2024-11-10 19:42:43;2024-11-10 19:44:55;inter;11 
2024-11-10 19:44:55;2024-11-10 19:45:51;facil;4
2024-11-11 13:57:52;2024-11-11 14:02:11;facil;2 
2024-11-11 14:02:11;2024-11-11 14:09:35;hard;29 
2024-11-11 14:09:35;2024-11-11 14:10:35;inter;4 
2024-11-11 14:10:35;2024-11-11 14:15:21;inter;13 
2024-11-11 14:15:21;2024-11-11 14:15:50;facil;4 
2024-11-11 14:15:50;2024-11-11 14:16:14;facil;3 
2024-11-11 14:16:14;2024-11-11 14:16:36;facil;3 
2024-11-11 14:16:36;2024-11-11 14:19:53;inter;11 
2024-11-11 14:19:53;2024-11-11 14:24:43;hard;7 
2024-11-11 14:24:43;2024-11-11 14:29:05;inter;6 
2024-11-11 14:29:05;2024-11-11 14:33:48;hard;5 
2024-11-11 14:33:48;2024-11-11 14:34:43;hard;6
2024-11-10 11:33:12;2024-11-10 11:33:43;inter;3
2024-11-10 11:34:00;2024-11-10 11:34:30;inter;4
2024-11-10 11:35:30;2024-11-10 11:37:50;inter;10
2024-11-10 15:05:00;2024-11-10 15:07:10;inter;6
2024-11-10 15:18:00;2024-11-10 15:19:30;inter;3
2024-11-10 15:31:00;2024-11-10 15:33:20;inter;7
2024-11-10 16:30:10;2024-11-10 16:32:30;inter;5
2024-11-10 17:45:30;2024-11-10 17:46:00;inter;3
2024-11-10 17:45:50;2024-11-10 17:46:30;inter;5
2024-11-10 15:04:50;2024-11-10 15:06:30;inter;5
2024-11-10 15:18:40;2024-11-10 15:20:00;inter;3
2024-11-10 15:30:45;2024-11-10 15:33:10;inter;6
2024-11-10 16:29:50;2024-11-10 16:31:50;inter;4
2024-11-10 17:45:00;2024-11-10 17:45:45;inter;2
2024-11-10 17:46:00;2024-11-10 17:46:45;inter;6
2024-11-10 18:21:20;2024-11-10 18:28:30;inter;16
